cc_01 ,cc_02,cc_03 ,cc_04 ,cc_05 ,cc_06 ,cc_07 ,cc_08 ,cc_09 ,cc_10 ,cc_11 ,cc_12 ,cc_13 ,cc_14 ,cc_15 ,cc_16 ,cc_17 ,cc_18 ,cc_19 ,cc_20 ,cc_21 ,cc_22 ,cc_23 ,cc_24 
0.138126448,0.116850026,0.106367208,0.095986344,0.082580768,0.068713501,0.085171133,0.084412389,0.087664679,0.095980316,0.107700698,0.093904205,0.090589009,0.100800477,0.10505309,0.091892764,0.089727871,0.097029611,0.079437733,0.11139711,0.098445907,0.078454956,0.107229963,0.106240466
0.137200028,0.11637532,0.106988631,0.09642861,0.083828121,0.068959408,0.084764242,0.082065538,0.088265434,0.095337413,0.107048735,0.092642486,0.090359025,0.100688033,0.104586422,0.093082003,0.090620555,0.096478604,0.079755977,0.110809863,0.09822768,0.078193933,0.10793718,0.105440855
0.136300609,0.117270716,0.107033677,0.097956434,0.086214095,0.070107676,0.085219286,0.082100399,0.089495175,0.09514077,0.10698431,0.09348949,0.091341548,0.101299353,0.105397135,0.095557801,0.091196261,0.097664408,0.0824515,0.111105524,0.09890987,0.077946581,0.108472034,0.104813047
0.13633126,0.118036062,0.105479077,0.099105015,0.087508969,0.070093542,0.083322234,0.084816128,0.087794229,0.096189521,0.107801937,0.095694833,0.091764987,0.101464711,0.106040776,0.096120276,0.090085715,0.099226549,0.084217377,0.111209139,0.100194514,0.079972558,0.107245423,0.104266167
0.131793231,0.114249066,0.102659538,0.09489762,0.082640603,0.065637834,0.080537692,0.080705017,0.083164997,0.090151213,0.104048483,0.093312114,0.087859891,0.097460873,0.102894284,0.092453331,0.084989503,0.095612369,0.080826722,0.105720893,0.096036628,0.076324418,0.103428558,0.101670064
0.128397837,0.112084612,0.101796433,0.093663327,0.079922847,0.063294969,0.079329409,0.078398041,0.079433255,0.086237602,0.101357765,0.091112666,0.08376947,0.096018925,0.100863688,0.091719307,0.082871817,0.091496237,0.078650184,0.104290478,0.092992276,0.074046761,0.100500472,0.099867463
0.128238484,0.113194197,0.103643857,0.095552891,0.081154108,0.064513534,0.079855718,0.079053238,0.078804344,0.086334445,0.102302708,0.091211349,0.082570322,0.097639002,0.101161867,0.0939034,0.083900452,0.089883409,0.07904759,0.107144199,0.093981124,0.075375378,0.10064932,0.100849368
0.130296499,0.115745015,0.106719919,0.096058898,0.083567441,0.066913776,0.080539465,0.079193592,0.081219316,0.087371536,0.106284119,0.093215995,0.085203528,0.098897263,0.102293402,0.094821557,0.084240347,0.091477737,0.079924479,0.10887225,0.098298945,0.078575172,0.104047224,0.104777165
0.127177522,0.112903453,0.103821881,0.09403041,0.080870904,0.063025862,0.07681936,0.075522199,0.077050678,0.08387617,0.103432514,0.090370171,0.0813151,0.095694177,0.099485204,0.092152297,0.081636533,0.087012932,0.07611867,0.105408043,0.094704092,0.074117884,0.101265304,0.101430863
0.126440853,0.112123929,0.103044339,0.094303764,0.079924658,0.061944753,0.076785028,0.075898722,0.076239623,0.08297611,0.102515869,0.09042801,0.079511374,0.095486321,0.098669276,0.093284287,0.08107198,0.086098731,0.075738035,0.104053326,0.093357585,0.072005376,0.100951113,0.100615501
0.129417762,0.114896901,0.106250435,0.097202964,0.082399905,0.06519445,0.080475904,0.0802164,0.079992004,0.085223481,0.105330743,0.094047084,0.081853069,0.099132374,0.100884691,0.098112077,0.082697943,0.090155452,0.079511836,0.106314741,0.097078711,0.074930131,0.104896396,0.104169197
0.127147958,0.112854168,0.105020173,0.096434876,0.081350572,0.062081624,0.07569433,0.076541312,0.075348102,0.080771104,0.10183268,0.090572156,0.079075165,0.097326562,0.099280357,0.095509514,0.079262652,0.087282099,0.076763742,0.104500324,0.096101694,0.07329341,0.103492826,0.100620635
0.125380769,0.111350261,0.103264533,0.094146617,0.078357741,0.057715997,0.07205373,0.072553053,0.071099468,0.076179139,0.099873498,0.088860281,0.076213926,0.094483763,0.096645989,0.093087234,0.076409444,0.083586797,0.073348112,0.102432117,0.0937168,0.069904402,0.099844091,0.099107154
0.126727641,0.112715013,0.104400888,0.094131045,0.077786714,0.057486884,0.072461754,0.072120667,0.070816159,0.075722225,0.101363145,0.090718143,0.075673155,0.094814211,0.097007491,0.094824009,0.076918118,0.083183244,0.073394008,0.103059441,0.093805857,0.069627054,0.099542603,0.100740582
0.130954936,0.116812915,0.109126836,0.097917132,0.081541561,0.062557377,0.076153241,0.075510219,0.074223548,0.079736039,0.105191201,0.09462031,0.077599749,0.099448465,0.101485923,0.100732267,0.080428086,0.086762257,0.077554494,0.106876358,0.097813301,0.074000128,0.10479223,0.103857316
0.131854191,0.11868526,0.110302731,0.098778918,0.081692189,0.060822301,0.076999448,0.075097039,0.07366994,0.078532755,0.10599605,0.094713368,0.077228881,0.100290157,0.101253383,0.101818465,0.079371028,0.085983112,0.077300265,0.107628912,0.099227324,0.072367176,0.105410628,0.104989842
0.131735533,0.119398303,0.110702455,0.099467397,0.081332825,0.059408877,0.076079637,0.074375875,0.072175443,0.076833531,0.106766231,0.094665885,0.076431096,0.100042507,0.10056974,0.102128513,0.078135632,0.084383123,0.076232329,0.107727766,0.099396989,0.071358055,0.105347678,0.105247021
0.133056015,0.120865859,0.112279922,0.10136541,0.08232563,0.060351349,0.075906247,0.07498394,0.071972944,0.07671161,0.108724326,0.09592434,0.076659836,0.101272136,0.101934604,0.103982516,0.078399792,0.084338769,0.076479733,0.10886158,0.100469328,0.072523519,0.10693419,0.106307618
0.137413949,0.12471243,0.115806177,0.104407169,0.084999382,0.062099095,0.078765698,0.076802358,0.073950082,0.078043491,0.111583836,0.098175071,0.078424841,0.105411574,0.105811156,0.107857734,0.079753026,0.086654432,0.07856553,0.11163865,0.104180574,0.074008659,0.110705204,0.10949257
0.138992831,0.125882521,0.117023148,0.103935286,0.083681144,0.06127594,0.077541426,0.075259537,0.072359033,0.077137925,0.112250678,0.09880162,0.076781534,0.105479546,0.105776086,0.108589947,0.079508327,0.085764915,0.077944778,0.111844018,0.104917973,0.073346429,0.11139819,0.110339865
0.140579373,0.127077788,0.118125275,0.103999957,0.082725927,0.059667584,0.076351687,0.074074298,0.070620351,0.075986817,0.113088697,0.099441536,0.07511162,0.1060647,0.105053946,0.109007828,0.078776121,0.084804244,0.07679376,0.111783557,0.105047256,0.072528601,0.111843012,0.111384347
0.143323287,0.129545152,0.120285042,0.106264047,0.084068343,0.058483772,0.077213898,0.074672319,0.070367098,0.075608164,0.115131311,0.100826651,0.075142533,0.108812511,0.10582798,0.110682316,0.078410514,0.085263506,0.076412141,0.11285907,0.106277294,0.072492033,0.113533884,0.113477238
0.14456819,0.131122142,0.122128092,0.107541732,0.084466845,0.057065587,0.077235088,0.073750459,0.069046929,0.074598595,0.116581239,0.101646118,0.074783295,0.109185003,0.10711398,0.112024188,0.078189977,0.084736429,0.075595513,0.114076115,0.108036146,0.071836427,0.11467991,0.113827311
0.146530569,0.134354576,0.124552198,0.108465336,0.085295752,0.057707906,0.077434942,0.073509417,0.068691708,0.073937424,0.118847363,0.103281185,0.074579433,0.11053478,0.108730949,0.113747768,0.07834094,0.085193701,0.076311104,0.115467414,0.109852277,0.071468502,0.116016038,0.116401218
0.149894848,0.137660518,0.127579615,0.10990303,0.086122349,0.058608927,0.078387052,0.074047633,0.06876155,0.074060887,0.121488459,0.105312072,0.074827626,0.113154352,0.110811874,0.116199233,0.078603007,0.08582624,0.077720292,0.117310829,0.112007819,0.072272763,0.118253194,0.119736567
0.154372379,0.139780402,0.130960971,0.112510137,0.086597413,0.057973478,0.08023002,0.074865654,0.068555586,0.074919894,0.124138094,0.107237026,0.075552613,0.1164653,0.113211863,0.119240649,0.078875624,0.085685536,0.078618035,0.119775832,0.114815108,0.074331164,0.12170928,0.12198893
0.158081025,0.144891411,0.134616733,0.116157271,0.088490196,0.058344699,0.082169749,0.075650238,0.069632001,0.075601429,0.128839612,0.110261671,0.076235585,0.120142527,0.114449173,0.121483922,0.080367632,0.086111508,0.079687364,0.122550048,0.118146464,0.07536862,0.125653774,0.125725687
0.160894036,0.148218259,0.136432201,0.117428467,0.088392928,0.057327174,0.082424998,0.074661084,0.068408228,0.074659988,0.130813584,0.1116779,0.074864112,0.121746011,0.114808157,0.122562952,0.079909928,0.085567854,0.07836166,0.123913184,0.119361885,0.073908947,0.127542958,0.127284542
0.164436072,0.151352495,0.138829261,0.118271656,0.088090695,0.056297842,0.082709976,0.073845878,0.066981226,0.073685318,0.132227048,0.113205537,0.073509581,0.123207666,0.116382651,0.12422058,0.078991979,0.085140221,0.076957978,0.125223786,0.120573632,0.072665088,0.129425719,0.12886554
0.170862719,0.159034431,0.146069884,0.123275593,0.091871008,0.058389183,0.086287595,0.076735564,0.07016553,0.07563898,0.138742685,0.118603766,0.076047935,0.128509,0.121465378,0.128826529,0.08143837,0.087144352,0.080044515,0.129310071,0.126066968,0.076037422,0.135468647,0.135430381
0.176614061,0.163289949,0.150103986,0.126277596,0.092857935,0.05781224,0.087943241,0.077408925,0.070465654,0.076369271,0.143066734,0.121817291,0.076200418,0.132286802,0.122903682,0.131240472,0.081788778,0.088080645,0.080943704,0.132873744,0.129333645,0.076693341,0.139807075,0.13930048
0.182181627,0.167854518,0.153982699,0.129048347,0.093732752,0.05790507,0.089795284,0.077293508,0.069636926,0.076152958,0.146644399,0.124563351,0.076121464,0.135558516,0.124229223,0.133537933,0.082292646,0.088885687,0.081257284,0.135867521,0.132872269,0.076984324,0.143950894,0.143179163
0.187963232,0.174388945,0.159221128,0.132362962,0.095484614,0.059412394,0.092610978,0.077365957,0.069061272,0.075444981,0.150613025,0.127892748,0.076725759,0.139292508,0.12716499,0.136647657,0.083648652,0.089674182,0.081933007,0.138397142,0.137502208,0.077888653,0.148751631,0.148217961
0.193276137,0.178822115,0.162508994,0.133709833,0.094348475,0.057031017,0.093500502,0.076262519,0.067488238,0.073919266,0.153804719,0.130193606,0.075126588,0.143089041,0.128368691,0.138190821,0.08247903,0.088248208,0.08109884,0.14004834,0.139493376,0.076095857,0.152488008,0.1509379
0.200172782,0.185387939,0.168227091,0.13660641,0.095245294,0.056330234,0.095810406,0.076707385,0.067744426,0.074148916,0.159039155,0.133804798,0.075529791,0.14841339,0.130767643,0.141127899,0.082664289,0.088371634,0.081573501,0.143442884,0.143571898,0.076266974,0.157747447,0.155816436
0.20785138,0.193071768,0.174753651,0.140357777,0.097226679,0.056674097,0.098765783,0.077569313,0.068355083,0.074812129,0.164832339,0.137897,0.076253891,0.153722569,0.133410305,0.144091204,0.083632454,0.088892452,0.082135074,0.147445247,0.148778543,0.077131189,0.164116472,0.161697194
0.215415537,0.200210631,0.179943323,0.143477038,0.098224998,0.056180101,0.100992665,0.077267468,0.067479305,0.074196622,0.169607341,0.141422078,0.07509023,0.157759711,0.135028869,0.145610392,0.083907381,0.0881828,0.081419438,0.150446817,0.153292149,0.076714262,0.170490816,0.166712344
0.22503908,0.208762154,0.18665126,0.146404445,0.098929338,0.055482469,0.103638239,0.077063635,0.06706398,0.073876373,0.176457644,0.146200061,0.074683264,0.163565308,0.137470916,0.148836732,0.083855517,0.088764966,0.082282238,0.153491899,0.158743441,0.07757318,0.17659381,0.172859281
0.235459059,0.218067273,0.194345176,0.150474235,0.100003168,0.055604532,0.106548332,0.077697381,0.066696621,0.073901609,0.184061632,0.151193574,0.075335056,0.170635015,0.140423626,0.151751161,0.084027812,0.089243487,0.083532475,0.15763551,0.164532587,0.077880703,0.183774307,0.179764286
0.246530131,0.228326514,0.202735677,0.155176178,0.101591788,0.056361683,0.109934904,0.078761898,0.066685826,0.074163109,0.191772461,0.156483248,0.076220959,0.178120568,0.143413633,0.154047206,0.084804028,0.089660794,0.084497027,0.162340894,0.170450076,0.077873468,0.192185804,0.187131464
0.258866131,0.240159258,0.211650148,0.158817694,0.10332609,0.056661241,0.114130683,0.079087362,0.067621693,0.074410677,0.199550316,0.162733629,0.075914577,0.185073197,0.145897582,0.156608418,0.08620277,0.090922885,0.084978394,0.166129649,0.176559344,0.079004094,0.201069415,0.194723114
0.271250755,0.251014084,0.219350338,0.162129238,0.103426151,0.05540061,0.117691658,0.078522623,0.066838078,0.073923483,0.207422942,0.167037189,0.075201303,0.191990823,0.147500992,0.158169851,0.085827038,0.090718426,0.084653087,0.170413226,0.181963429,0.077843025,0.20984669,0.201520771
0.284935296,0.262986809,0.227800399,0.165754825,0.104042724,0.054766528,0.120879315,0.077955119,0.065826081,0.073401317,0.216115579,0.171680778,0.074921317,0.199397758,0.149515584,0.159930542,0.085287787,0.090352021,0.084550917,0.174558565,0.187945858,0.077310927,0.218974218,0.209093124
0.300349504,0.277043104,0.237975061,0.169957057,0.106110021,0.055745486,0.124460094,0.07821805,0.065788656,0.073476397,0.225938499,0.178084999,0.075440593,0.207577094,0.152432948,0.162475273,0.085848488,0.090769693,0.085309766,0.178457677,0.195081279,0.078861706,0.228844628,0.217976585
0.31604588,0.291211754,0.248442754,0.174564734,0.10757181,0.056571029,0.129890606,0.080015749,0.066507272,0.074480496,0.236650288,0.18510896,0.076477766,0.216695949,0.155111328,0.164898574,0.087306812,0.091498315,0.08675804,0.183650032,0.202409551,0.080003068,0.239694163,0.226433352
0.331939876,0.304904252,0.257507294,0.177141681,0.107784227,0.055767354,0.133161485,0.079633415,0.065647326,0.073552892,0.245542571,0.190592781,0.075550333,0.224479705,0.156396315,0.165690422,0.087126851,0.090833314,0.086213872,0.186869979,0.208254367,0.079281494,0.249592468,0.234327257
0.349768221,0.319737226,0.266412079,0.17979987,0.10822501,0.054777019,0.136464208,0.079060107,0.065009244,0.072667584,0.254484028,0.195809722,0.074962102,0.232189685,0.157580093,0.166445687,0.086732946,0.090275064,0.085864253,0.18987976,0.214090183,0.078643128,0.259607255,0.242648989
0.370567024,0.336941659,0.276555598,0.184712663,0.110102586,0.055355292,0.142405793,0.080703236,0.066446669,0.074043185,0.265443981,0.202411905,0.076947227,0.241262481,0.159933493,0.168821901,0.087936528,0.091374293,0.087907247,0.194705233,0.221441016,0.080040023,0.270866752,0.251882404
0.390753418,0.353672743,0.285955846,0.187797129,0.110111877,0.056127995,0.146462619,0.080215894,0.065846846,0.073793724,0.274389535,0.208748102,0.076304093,0.249130264,0.160967439,0.170151874,0.088264756,0.091071412,0.087282509,0.197296873,0.227602929,0.080142677,0.280809313,0.258959085
0.411939502,0.370258987,0.295051217,0.190130413,0.110226125,0.055638153,0.150322884,0.079635203,0.065134361,0.073015377,0.283193946,0.214017078,0.075459406,0.256554902,0.161577821,0.170918077,0.087954335,0.090561904,0.086727254,0.199622333,0.233150691,0.079792194,0.290605575,0.265816331
0.434616596,0.387444943,0.304155111,0.192584723,0.111248612,0.054798111,0.154590011,0.079768084,0.06511382,0.072610103,0.292647123,0.218869016,0.075378239,0.26409021,0.162417531,0.171814904,0.087720163,0.090579636,0.087225467,0.202442169,0.238590732,0.079662196,0.300798118,0.273126543
0.458198577,0.406036168,0.313334525,0.195580885,0.112722717,0.05609899,0.158784285,0.080141015,0.065411195,0.073013246,0.302360803,0.224892274,0.075524151,0.27194342,0.163707078,0.173447594,0.088411778,0.091203235,0.087982453,0.205282092,0.244204134,0.080040962,0.311243743,0.280351222
0.482071519,0.423646688,0.321341366,0.198005214,0.112666301,0.055642836,0.162775815,0.079819247,0.065289468,0.072688676,0.310467154,0.229515553,0.075259097,0.279185534,0.163904577,0.173850134,0.088166445,0.09062165,0.087615594,0.207237452,0.248867214,0.079599582,0.320468336,0.286803991
0.506646633,0.440575033,0.32862395,0.199664384,0.112154365,0.055046219,0.166696668,0.079345964,0.064786159,0.072080448,0.317367464,0.233335271,0.07477019,0.285739452,0.16353856,0.173954949,0.087692857,0.089653805,0.086925514,0.208555877,0.252981603,0.079015233,0.328947753,0.292757303
0.531793535,0.457258373,0.335618168,0.200845823,0.112266473,0.055490937,0.17069833,0.079311907,0.06425029,0.07181982,0.323766619,0.23727791,0.074477576,0.29185164,0.163277179,0.17461881,0.087702036,0.089167684,0.086732723,0.209629253,0.257120758,0.07896848,0.33717376,0.298571378
0.555830717,0.473548084,0.342173755,0.20253852,0.113144316,0.055441532,0.175027594,0.080044322,0.064454585,0.072371744,0.330298334,0.241976216,0.075106099,0.298183918,0.16340825,0.175660431,0.088154614,0.089297876,0.087253638,0.210727364,0.261838078,0.079594865,0.345019639,0.304546952
0.580443978,0.488644153,0.347957104,0.203493118,0.113270663,0.05506086,0.17831628,0.079710737,0.064009473,0.071985841,0.335294515,0.246027261,0.074921817,0.303772748,0.163059488,0.176025987,0.08777786,0.088996805,0.086906463,0.211334586,0.265179276,0.079552032,0.35164243,0.309286147
0.605375886,0.502291143,0.35284543,0.20376119,0.112766601,0.05458587,0.181118861,0.078968644,0.063216157,0.071171209,0.339272529,0.249262735,0.074250758,0.308455676,0.162167579,0.175986513,0.086960167,0.088284403,0.086203784,0.211709052,0.267758667,0.078912824,0.357308865,0.312772572
0.629705787,0.514704227,0.35698247,0.2039994,0.112477504,0.054375805,0.184487879,0.079123005,0.062935874,0.071065873,0.343288094,0.252185911,0.07406985,0.312588364,0.161154658,0.176272228,0.086657465,0.087701783,0.086222954,0.212280139,0.27089119,0.078385912,0.362682909,0.31570825
0.653602779,0.527608812,0.36160782,0.205430791,0.113610961,0.055182304,0.188000187,0.079696037,0.063582122,0.071399003,0.346592337,0.256256104,0.074460126,0.317728013,0.161296591,0.177274629,0.087293461,0.08830563,0.08659634,0.212843835,0.274284482,0.079009503,0.368222773,0.319595397
0.676440179,0.538959324,0.36474672,0.206159815,0.113671847,0.055157032,0.191023812,0.07936158,0.063230872,0.071018115,0.34906888,0.259126693,0.074346952,0.321847349,0.160738587,0.177139893,0.087183967,0.088030413,0.086469688,0.212955028,0.276552886,0.078740977,0.372879118,0.322753966
0.697903991,0.548380017,0.366506875,0.205941275,0.112591892,0.05423867,0.193733022,0.078346848,0.06204664,0.070066206,0.350951493,0.260646701,0.073697045,0.324727207,0.159356266,0.176081181,0.08630152,0.086751044,0.085821427,0.212703019,0.277826697,0.077617034,0.376483202,0.324810505
0.717843294,0.55720526,0.369085133,0.206273764,0.112788305,0.054191675,0.19701691,0.078362189,0.062259242,0.069941394,0.352724761,0.26291436,0.073528484,0.328046441,0.15882951,0.176345453,0.086294614,0.08635284,0.085451446,0.212690204,0.279682457,0.077793255,0.379747897,0.326811343
0.736537635,0.564396262,0.371147186,0.206708327,0.113138758,0.054442979,0.200208485,0.078733958,0.062514804,0.070228443,0.354283303,0.264739186,0.0737454,0.331299663,0.157846585,0.176479414,0.086587548,0.086251482,0.085678563,0.213204071,0.281624526,0.078221045,0.382793248,0.328927338
0.753819406,0.570373356,0.37258029,0.206945986,0.113143004,0.054582626,0.203044519,0.078898542,0.062442601,0.070239045,0.355495155,0.266176045,0.073726848,0.334178299,0.15679267,0.176347032,0.086628295,0.086064152,0.08554516,0.213339522,0.283049524,0.078206658,0.385028005,0.330640286
0.769443572,0.575530171,0.373542815,0.206935167,0.112745479,0.054392092,0.205519229,0.078635462,0.062034041,0.069658682,0.356242716,0.267461717,0.073191985,0.336651534,0.156061023,0.176063687,0.086208314,0.085612029,0.084671631,0.212667525,0.283841193,0.07759276,0.38641718,0.331749946
0.783096135,0.579377532,0.374193817,0.207234055,0.112660639,0.053993188,0.2080421,0.078498416,0.061630297,0.069163553,0.356385499,0.268657625,0.072920471,0.339339316,0.155241683,0.17569761,0.085913792,0.085135609,0.084762409,0.21250701,0.285153627,0.077318244,0.388712287,0.333230466
0.79551208,0.582985044,0.37508288,0.207207233,0.112900391,0.054093517,0.210235745,0.078483909,0.06150756,0.069012888,0.356651276,0.269991338,0.072967552,0.341731161,0.154575586,0.175416693,0.085932873,0.084739454,0.084852993,0.212323725,0.286455214,0.077322923,0.390694499,0.334624797
0.806691706,0.586171627,0.375958741,0.207011864,0.112958677,0.054209445,0.212186933,0.078353308,0.061464693,0.068945751,0.356954873,0.271273732,0.072974928,0.343859702,0.153910488,0.175102517,0.085980386,0.084413126,0.084641367,0.212023854,0.287508041,0.077213354,0.392060161,0.335641623
0.816367686,0.588354409,0.376312762,0.207085446,0.112321541,0.053577647,0.214182988,0.077880703,0.061151326,0.06855718,0.356879264,0.272272885,0.072539501,0.346009493,0.153000206,0.174538821,0.085644245,0.084086858,0.084221534,0.211718023,0.288317204,0.076610655,0.393031299,0.336215198
0.824626625,0.590501487,0.376702845,0.207010984,0.112257548,0.053758752,0.216177478,0.077781431,0.060903784,0.068384141,0.356630981,0.273851842,0.072475292,0.34823218,0.152273133,0.173833013,0.085329682,0.083743066,0.084158026,0.211487249,0.289565831,0.076461211,0.394159645,0.337187678
0.831558824,0.592298687,0.377122521,0.206975162,0.112268664,0.053910807,0.218361869,0.077813037,0.06090216,0.068281107,0.356344551,0.275930315,0.072465852,0.350466341,0.151778698,0.173261985,0.085288897,0.083469413,0.08411926,0.211329594,0.290736586,0.076505631,0.395447701,0.338387936
0.837408185,0.593653977,0.377562225,0.207105935,0.112105884,0.053738605,0.220757589,0.077813081,0.061023857,0.068155371,0.356015414,0.278134733,0.072341435,0.352716893,0.151364312,0.172856957,0.085506447,0.083249867,0.083928853,0.211184382,0.291739672,0.076540135,0.396740556,0.33963424
0.842602134,0.594915628,0.378090501,0.207402334,0.112051435,0.053917784,0.223153383,0.077842817,0.060797073,0.068069972,0.355487376,0.279853791,0.072249733,0.3550933,0.150684282,0.172339395,0.085676782,0.082929268,0.083715171,0.210933253,0.293163061,0.076593876,0.397773653,0.340879887
0.8471632,0.595551908,0.378215164,0.207348406,0.111738354,0.053737272,0.225704953,0.077773854,0.060623322,0.067674838,0.354451329,0.281732619,0.072224587,0.357195437,0.149950936,0.171601504,0.085470766,0.082629882,0.083448499,0.210649908,0.294453859,0.076255158,0.398762226,0.341744661
0.850909352,0.595971167,0.378276765,0.20723255,0.111461885,0.053470466,0.228393465,0.077700667,0.060512718,0.067369476,0.353170037,0.283759505,0.072147407,0.359233201,0.149232268,0.170824558,0.08522857,0.082292497,0.083181135,0.210327223,0.295676947,0.075912178,0.399550974,0.342616081
0.853829622,0.596634567,0.378610909,0.207376227,0.111494645,0.053460486,0.231205985,0.077695385,0.06039926,0.067461386,0.351945043,0.285738796,0.071960062,0.36145705,0.148569047,0.170182243,0.085278317,0.081905805,0.082961716,0.209987238,0.297000825,0.075889669,0.400126874,0.343795419
0.85664916,0.597411156,0.378837228,0.207522377,0.111511596,0.053471599,0.234341979,0.077558786,0.060328815,0.067340158,0.350739151,0.287459016,0.071977586,0.363778234,0.148064703,0.169584751,0.085338295,0.081806548,0.082787372,0.209845558,0.298431218,0.07561776,0.401260138,0.344617397
0.858976781,0.597960651,0.378781319,0.207429484,0.11136239,0.053324897,0.237226859,0.077411853,0.060035963,0.067107305,0.34908691,0.288848966,0.071678944,0.365595043,0.14733547,0.168757975,0.085136391,0.081431761,0.082499772,0.20947288,0.299630553,0.075236671,0.402224571,0.345420182
0.860903025,0.598394275,0.378747493,0.207319126,0.111210249,0.053115681,0.240026757,0.077329688,0.059690028,0.066884734,0.347100347,0.290246218,0.071314774,0.367298186,0.146530136,0.167839751,0.084785871,0.080901712,0.082182981,0.209055692,0.300805658,0.074974567,0.403119981,0.346291453
0.862787545,0.599044204,0.379250437,0.207639977,0.111372232,0.053092476,0.24329865,0.077349342,0.059687592,0.066790611,0.34523806,0.292168796,0.071535267,0.369785726,0.146095365,0.16719006,0.084638663,0.080731675,0.082054749,0.209097818,0.302444398,0.075049922,0.404504925,0.34716025
0.864247978,0.59917289,0.379570305,0.207910389,0.111552954,0.053145438,0.246300668,0.077565633,0.059644975,0.066863976,0.343298763,0.294124991,0.07152392,0.372076929,0.145702764,0.166492,0.084756255,0.080548033,0.082013145,0.208902523,0.30404681,0.075068377,0.405646145,0.348241776
0.865404129,0.599275589,0.379712284,0.207766548,0.111424878,0.052943174,0.24898833,0.077385977,0.059438866,0.066665724,0.341192424,0.296194226,0.071254104,0.374081939,0.14511545,0.165562883,0.084770001,0.080097526,0.081646197,0.208509162,0.305452377,0.074733712,0.406485379,0.349308699
0.866476953,0.599702597,0.37988323,0.207372472,0.111070201,0.052528996,0.251566201,0.076795995,0.059142411,0.066183932,0.338982821,0.298537582,0.070918657,0.376000464,0.144394681,0.164436802,0.084596738,0.0794686,0.080960885,0.20814839,0.306733787,0.074171469,0.407209843,0.350344479
0.867792487,0.600291669,0.380491406,0.207808957,0.111319333,0.052672528,0.254490465,0.076964483,0.059106775,0.06627015,0.33700788,0.301327527,0.07090155,0.378346652,0.144127235,0.16348502,0.084761702,0.079323947,0.080747485,0.208227977,0.308247924,0.074242517,0.408297837,0.351822704
0.868644297,0.600740194,0.381030589,0.208238438,0.111432701,0.052822605,0.25750342,0.077175744,0.059171624,0.066500291,0.334940851,0.304428995,0.070980102,0.380437583,0.143733069,0.162626907,0.085020252,0.079299718,0.080866054,0.208302349,0.31017065,0.074152239,0.409087777,0.35338515
0.869224429,0.601052999,0.381312609,0.208503962,0.11141552,0.052798748,0.260489464,0.077287495,0.059181422,0.066576116,0.332690209,0.307638824,0.070913814,0.382232964,0.143263891,0.161737695,0.08519572,0.079206191,0.080902316,0.208248243,0.312195033,0.073930435,0.409666836,0.354839116
0.869946897,0.601332545,0.381344736,0.20868434,0.111477427,0.052609678,0.263472348,0.077362396,0.059051022,0.066359557,0.33028695,0.310792834,0.070606351,0.383894086,0.142893776,0.160698026,0.085230693,0.078966409,0.080544174,0.208116814,0.313977331,0.073828019,0.410346329,0.356173128
0.870707154,0.601537585,0.381495029,0.208895966,0.111592047,0.052572407,0.266951859,0.077580318,0.059076816,0.066343598,0.32798472,0.314049423,0.070738487,0.385380328,0.142319933,0.1595622,0.085603341,0.078817867,0.080564514,0.208263785,0.315939516,0.073800787,0.411245674,0.358021617
0.871323287,0.601718783,0.381588995,0.208969921,0.111552909,0.052549589,0.2703605,0.077696122,0.058971405,0.066242956,0.325440288,0.317211032,0.070627503,0.386837482,0.141764566,0.158345044,0.085725307,0.078573048,0.080447175,0.208268672,0.317741781,0.073641792,0.411901653,0.359554499
0.871842504,0.60190028,0.381631911,0.208979085,0.111352608,0.052428901,0.273617983,0.077621996,0.058705229,0.065991364,0.322665691,0.320230544,0.070285611,0.388266236,0.141291738,0.157066867,0.085588291,0.078225404,0.080102421,0.208114058,0.319306552,0.07337717,0.412262827,0.360737979
0.8725245,0.602081299,0.381823719,0.20922181,0.1111857,0.052164771,0.277136892,0.077455401,0.058521803,0.065778069,0.320032537,0.323216885,0.070416667,0.389527112,0.140800044,0.155762598,0.085765541,0.077961892,0.07990209,0.208192572,0.320838988,0.073257796,0.412688822,0.36233604
0.873418272,0.602470517,0.382284939,0.209464177,0.111375526,0.052277483,0.280809373,0.077727549,0.058649048,0.066063546,0.317473501,0.326437443,0.070530951,0.390858889,0.140563563,0.154653758,0.086118124,0.07800097,0.079931773,0.208523124,0.32256934,0.073383339,0.413222224,0.364152461
0.874200523,0.6028319,0.382693857,0.209704012,0.11159005,0.052429792,0.284367591,0.078093573,0.058781188,0.066371672,0.31486091,0.329591095,0.07065323,0.39203158,0.140280068,0.153489247,0.086533807,0.07800442,0.079963841,0.208802119,0.324098796,0.073550366,0.413597375,0.366029799
0.874705434,0.60294199,0.382835656,0.209934637,0.11155583,0.052308813,0.287559986,0.078241274,0.05866342,0.066335753,0.312092662,0.332431942,0.070818044,0.392851472,0.139759228,0.152102843,0.086906843,0.077762075,0.079843022,0.208883911,0.325142562,0.073564075,0.41360867,0.36785996
0.875366986,0.602800012,0.383012444,0.210034728,0.111516811,0.05211287,0.290252894,0.0784318,0.0584471,0.066372044,0.309155047,0.335120827,0.070830196,0.393459737,0.139404818,0.15078254,0.087148346,0.077709764,0.079787165,0.20923011,0.326036304,0.073400155,0.41334638,0.369687736
